text,topic
"Desde décadas antes de 2020, científicos, autores y figuras mediáticas daban advertencias sobre la posible aparición de un virus con capacidad pandémica y consecuencias mundiales devastadoras. Exitosos libros como A Dancing Matrix (1994) de Robin Marantz Henig, The Coming Plague(1994) de Laurie Garrett y The Hot Zone de Richard Preston (1995) tocaron este tema y coincidieron en que mundialmente no existía la preparación suficiente para lidiar con algo así.[63]​  Aunque posteriormente surgió la pandemia de gripe A (H1N1) de 2009-2010, los estudios mostraron que su impacto en cuanto a salud se refiere fueron menos importantes que los de la gripe anualmente, siendo la pandemia menos letal desde el comienzo del siglo XX.
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"En los años posteriores a ella, las advertencias continuaron:[64]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Una de las advertencias, que cobró gran notoriedad durante la actual pandemia, fue la 'charla TED' que dio Bill Gates en 2015, donde habló sobre la falta de políticas de preparación ante una posible pandemia causada por algún virus altamente infeccioso y bajo circunstancias que alienten su diseminación.[65]​ Según dijo Bill Gates para un reportaje a The Wall Street Journal, también instó a los candidatos presidenciales de las elecciones de Estados Unidos de 2016 a priorizar esfuerzos en preparativos ante una posible pandemia.[64]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Durante la actual pandemia también se re-popularizó la película Contagion (2011), basada en epidemias como la pandemia de 2009 y la epidemia de SARS de 2002-2004, y que fue bien recibida por la comunidad científica por su precisión.
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"La Organización Mundial de la Salud declaró el 30 de enero de 2020 la existencia de un riesgo de salud pública de interés internacional, bajo las regulaciones del Reglamento Sanitario Internacional,[79]​[80]​[81]​ y posteriormente el 11 de marzo de 2020 que la enfermedad se consideraba ya una pandemia por la alta cantidad de personas infectadas (118 000) y muertes (4291) que había causado alrededor del mundo (114 países).[2]​[82]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Cada país está informando de los casos de COVID-19 verificados en su territorio en base al análisis genético de muestras en laboratorio. Sin embargo, estas cifras no son necesariamente representativas de la propagación real de la pandemia porque la cantidad de análisis realizados varía mucho de un país a otro, según los medios disponibles y las estrategias de contención adoptadas.[cita requerida]
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Corea del Sur es el único país donde se han realizado análisis sistemáticos de grandes conjuntos de población, unos 10 000 al día, con 210 000 contabilizados hasta el 10 de marzo. En el extremo contrario, Japón solo había analizado 10 000 muestras en total hasta el 10 de marzo y el Reino Unido estaba haciendo 1500 análisis hasta el 11 de marzo, cuando su gobierno ordenó aumentar la cadencia un 500 %.[83]​ Estados Unidos había analizado solo 1583 muestras hasta el 5 de marzo.[84]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"En España, a 25 de marzo de 2020 se calculaba que podría haber entre 300 000 y 900 000 infectados frente a los 39 000 casos registrados oficialmente. La importante diferencia se debe a que la mayoría de los portadores del virus pasan la enfermedad sin ningún tipo de síntomas.[85]​ En China no se reportan los pacientes asintomáticos como casos de COVID-19 incluso si dan positivo en la prueba.[86]​ 
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"En cuanto a las cifras de fallecidos, los criterios son también dispares según los países. En Italia se cuentan como víctimas de la pandemia a los muertos que habían dado positivo pero no muchos ancianos fallecidos en residencias sin haberles hecho la prueba;[87]​ mientras que en Bélgica se contabiliza en las cifras de fallecidos a todos los muertos en residencias con síntomas similares a los de COVID-19, aunque no se les hayan hecho tests.[88]​ En España se ha constatado que la sobremortalidad durante la epidemia es mucho mayor que las cifras oficiales de fallecidos por COVID-19, al menos en Madrid y las dos Castillas.[89]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"La música de Palaos se encuadra dentro de la misma tradición musical que el resto de las islas de Melanesia.[76]​ Su música popular puede considerarse como una evolución de su música tradicional.[77]​ A partir de los años ochenta, la industria musical comenzó a desarrollarse y la música experimentó cambios con el uso de nuevos instrumentos, como el sintetizador.[78]​[77]​ La música palauana, tanto la tradicional como la moderna incorporan elementos de la música de otras partes del mundo, como Japón o Estados Unidos, bajo cuya influencia cultural ha estado el país en algún momento.[79]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"Como en el resto de las Carolinas orientales, los principales objetos de decoración fueron las construcciones y las canoas, lo cual refleja su importancia social. De hecho, la forma de esas embarcaciones inspiró la arquitectura de templos en Palaos, Truk, y otras islas pequeñas.
",<200 https://es.wikipedia.org/wiki/Palaos>
"Las casas tradicionales de los hombres palauanos, o en palauano bai, reúnen una gran cantidad de elementos artísticos de Micronesia. La parte superior de la fachada es decorada con tablones horizontales tallados y pintados con representaciones de escenas míticas.[80]​[81]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"Son asimismo características de Palaos las dilukai, esculturas de representación antropomórfica femenina con las piernas abiertas, mostrando una zona triangular representado explícitamente los genitales. Se las ha asociado con el tabú de los hermanos que no se deben ver desnudos así como con el Sol y la siembra de taro.[82]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"El Museo Nacional de Palaos abrió sus puertas Koror en 1955. Es el más antiguo de Micronesia. Cuenta con colecciones de historia natural, fotografía, antropología y arte, lo mismo que una biblioteca especializada y abierta al público general.[83]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"Nota: la lista puede presentar desactualizaciones respecto a las fuentes.
Líneas resaltadas:
     Sin casos activos.     Todos los pacientes se recuperaron.
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Esta sección incluye solo los países más afectados por el virus (por número de casos confirmados). Para los demás países, véanse los artículos por continente.
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"El 28 de marzo de 2020, durante la pandemia mundial de COVID-19, Bruce Aylward, subdirector de la OMS, fue entrevistada en The Pulse, un programa de actualidad de Radio-Televisión Hong Kong (RTHK).[500]​ La periodista Yvonne Tong preguntó sobre el estado de Taiwán en la OMS y si la OMS reconsideraría la membresía de Taiwán después de que Taiwán acusase a China de negarle la entrada.[501]​ Aylward pareció esquivar la pregunta, luego, cuando se le preguntó si todavía estaba en línea, afirmó que no escuchó la pregunta, culpando a los problemas de conexión a Internet.[502]​ Tong se ofreció a repetir la pregunta, pero fue interrumpida por Aylward, quien le sugirió que continuara con otra. Tong repitió la pregunta, momento en el que Aylward terminó la llamada.[503]​ Cuando se le devolvió la llamada, se le pidió a Aylward que ""comentara un poco sobre cómo le ha ido a Taiwán hasta ahora"", a lo que respondió: ""Ya hemos hablado de China"".[503]​[504]​ Luego terminó formalmente la entrevista.[503]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"La biografía en inglés de Aylward fue eliminada de la página web de liderazgo de la OMS en los días posteriores a la entrevista.[505]​[506]​  Sin embargo, un portavoz de la OMS explicó que fue eliminado después de una solicitud del personal de Aylward el 27 de marzo para archivarlo. ""El momento fue desafortunado ya que la entrevista en vídeo se volvió viral poco después de esto"", dijo el portavoz.[506]​ El ministro de Asuntos Exteriores de Taiwán, Joseph Wu, comentó sobre la entrevista en un tuit, diciendo que la OMS ""debería dejar a un lado la política para enfrentar una pandemia"", y señaló la cobertura positiva sobre la respuesta de Taiwán a la pandemia en los medios globales y pidiendo que no se les confunda como parte de China.[506]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Después de la entrevista del 2 de abril, el Secretario de Comercio y Desarrollo Económico de Hong Kong, Edward Yau, criticó a RTHK por lo que llamó ""[una violación del] Principio de Una China y los propósitos y la misión de RTHK como emisora ​​de servicio público, como se específica en la Carta [RTHK] "".[507]​ La RTHK respondió revisando el programa y no encontró ninguna violación de su carta.[508]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"En abril el gobierno de Taiwán hizo público un correo electrónico que fue enviado a la OMS el 31 de diciembre solicitando información sobre un posible brote en Wuhan, diciendo que habían visto informes de siete personas infectadas con una enfermedad similar al SARS.[509]​[510]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"El Sr. Chen agregó que si China no notificó a la OMS que era evidencia de un encubrimiento por parte de Beijing, o si China notificó a la OMS, entonces fue un ""incumplimiento del deber"" de la organización no transmitir información.[511]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Las declaraciones emitidas por Xi Jinping el 3 de febrero declararon la necesidad de un énfasis por parte de los medios estatales en ""contar las historias conmovedoras de cómo [las personas] en la línea del frente están previniendo y luchando contra el virus"" como una prioridad de cobertura, mientras que el alto funcionario Zhang Xiaoguo dijo que su departamento ""trataría la propaganda con respecto a las medidas de control y prevención del virus como su máxima prioridad"". [512]​[513]​ Por ejemplo, se ha observado que las organizaciones de medios estatales People's Daily y Global Times, junto con el subdirector de información Zhao Lijian del Ministerio de Relaciones Exteriores, publican elogios efusivos sobre la respuesta de Beijing a la epidemia, [514]​ como una amplia cobertura de la construcción acelerada de los nuevos hospitales en Wuhan (que Zhao afirmó se completó en 16 horas), [515]​ la cuarentena de Wuhan con su población de 11 millones y la cuarentena ""sin precedentes"" de la provincia de Hubei. Aunque tales esfuerzos tuvieron un efecto cuestionable sobre la epidemia, ya que los nuevos hospitales estaban operando a menos de la mitad de su capacidad debido a la escasez de camas y recursos médicos [516]​[517]​, mientras que el cierre de Wuhan llegó demasiado tarde para ser efectivo cuando millones se habían ido, el Financial Times y otros señalaron que tales acciones ampliamente publicitadas fueron un ""golpe de Estado de relaciones públicas"" que mostraba que el ""gobierno dominante y centralizado"" de China era particularmente adecuado para lidiar con el brote, [518]​[519]​ creando la impresión de que Beijing intervino directamente a pedido de Xi Jinping. [520]​[521]​[522]​[520]​[521]​[522]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Los observadores han advertido que si bien ""la admiración de los trabajadores médicos de primera línea es generalizada y sincera"", los medios estatales también deberían destacar la realidad de que muchos de esos trabajadores ""carecen de equipo de protección"" y que más de 3000 han sido infectados desde el brote y que la atención de los medios puede brindarles apoyo público para obtener algunos equipos muy necesarios. El New York Times ha señalado que tales intentos de propaganda del gobierno para controlar la narrativa se han visto con desconfianza entre los individuos más jóvenes, quienes, a diferencia de las personas mayores, dependen menos de los medios estatales y en su lugar han buscado ""información de primera mano y estudios en los medios de comunicación profundos sobre la epidemia en la web "", lo que sugiere que el gobierno central no estaba en contacto con la población más joven. [523]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Además de algunas fiestas internacionales como la Navidad, el Año Nuevo, o el Día de Acción de Gracias, Palaos celebra fiestas gubernamentales como los días del Presidente (1 de junio), de la Constitución (9 de julio), de las Naciones Unidas (24 de octubre), del Ciudadano (5 de mayo), o de la Juventud (15 de marzo).
",<200 https://es.wikipedia.org/wiki/Palaos>
"El 1 de octubre se celebra la fiesta nacional del Día de Independencia.
",<200 https://es.wikipedia.org/wiki/Palaos>
"Los principales símbolos patrios son el Belau rekid (himno), el sello nacional y la bandera, adoptada en octubre de 1980 tras realizarse un concurso de diseños.[78]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"Además del bai y su fachada, los símbolos tradicionales son un círculo dividido en cuatro, que representa la salud, y una de las conchas de una almeja gigante que representa la fundación de Palaos y la creación de la humanidad a partir del mar.[84]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"Uno de los deportes más practicados en Palaos es el béisbol, introducido por los japoneses durante el periodo de ocupación. La liga de más alto nivel en el país es la Palau Major League (PML), que es supervisada por la Federación de Béisbol de Palaos.[85]​ La PML se lleva a cabo en el Campo Asahi en Koror durante una temporada que abarca de enero a abril. La asistencia a los juegos es gratuita.[86]​ Otro de los deportes populares en el archipiélago es el fútbol y aunque no es miembro de la FIFA, la selección de fútbol de Palaos ha jugado múltiples encuentros con otros países de Oceanía. La Liga de fútbol de Palaos es la máxima división futbolística en el país, que desde 2004 cinco equipos se disputan anualmente el título. Palaos debutó en los Juegos Olímpicos de Sídney 2000, y ha competido en cada edición de verano desde entonces, sin obtener ninguna medalla.[87]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"John Mackenzie, miembro del comité de emergencia de la Organización Mundial de la Salud, criticó a China por ser demasiado lenta para compartir todos los casos infectados, especialmente durante las principales reuniones políticas en Wuhan después de que Tedros Adhanom elogió a China por ayudar a ""prevenir la propagación del coronavirus a otros países"". [524]​ El presidente de los Estados Unidos, Donald Trump, dijo que China era “muy reservada y desafortunada” con respecto a la información sobre la pandemia. [525]​ Yanzhong Huang, un experto en salud de la Universidad de Seton Hall, dijo que China podría haber sido más contundente y que hubo “un encubrimiento de inacción"". [526]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"La comunidad de inteligencia de Estados Unidos dice que China redujo intencionalmente su número reportado de casos de coronavirus. [527]​ Medios como Politico, Foreign Policy y Bloomberg han afirmado que los esfuerzos de China para enviar ayuda a los países afectados por el virus es parte de un impulso de propaganda por la influencia global. [528]​[529]​[530]​ El jefe de política exterior de la UE, Josep Borrell, advirtió que existe ""un componente geopolítico que incluye una lucha por la influencia a través del hilado y la política de generosidad"". [531]​ Borrell también dijo que ""China está presionando agresivamente el mensaje de que, a diferencia de Estados Unidos, es un socio responsable y confiable”. [532]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"El escritor estadounidense Gordon G. Chang describió la entrevista de Bruce Aylward, sobre la negación a responder preguntas sobre Taiwán, como emblemática de la influencia de China sobre las organizaciones internacionales. [533]​ El 2 de abril, The Globe and Mail mencionó la entrevista de Aylward como un ejemplo de la ""deferencia sorprendente"" de la alta dirección de la OMS hacia China, señalando que la contribución financiera china a la OMS es minúscula en relación con la de los Estados Unidos. En febrero de 2020, Aylward dirigió una delegación de la OMS a Wuhan por la crisis del coronavirus. El personal chino en la delegación de Aylward ascendió a 12 de un total de 25, y se informó que pudieron manipular el lenguaje utilizado en el informe final de la delegación. Más tarde, uno de los delegados declaró que el equipo ""quería llamarlo un patógeno peligroso"", y sentían que la palabra “peligroso” podría estar vinculada al bio-terrorismo. El informe final se refiere al coronavirus como ""un nuevo patógeno que es altamente contagioso, puede propagarse rápidamente y debe considerarse capaz de causar enormes impactos en la salud, la economía y la sociedad"". [534]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Varios eventos locales, nacionales y mundiales de todo tipo (conciertos, eventos sociales, deportivos, religiosos, entre otros) han sido suspendidos o aplazados a causa de la pandemia[619]​[620]​. Muchas ligas deportivas profesionales de varios países del mundo, especialmente de Europa y América han suspendido temporalmente o por un plazo determinado el desarrollo de los juegos.[621]​ Así mismo, tanto como el Festival de la Canción de Eurovisión 2020, por primera vez en su historia, y otros eventos deportivos mundiales como la Eurocopa 2020, la Copa América 2020, la Temporada 2020 de Fórmula 1 y los Juegos Olímpicos de Tokio 2020, han sido cancelados o aplazados para el año 2021, entre otros eventos.[622]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"La pandemia de enfermedad por coronavirus de 2019-2020 es una pandemia derivada de la enfermedad por coronavirus iniciada en 2019 (COVID-19), ocasionada por el virus coronavirus 2 del síndrome respiratorio agudo grave (SARS-CoV-2).[4]​[5]​ Se identificó por primera vez en diciembre de 2019 en la ciudad de Wuhan,[6]​ capital de la provincia de Hubei, en la República Popular China, al reportarse casos de un grupo de personas enfermas con un tipo de neumonía desconocida. La mayoría de individuos afectados tenían vinculación con trabajadores del Mercado Mayorista de Mariscos del Sur de China de Wuhan.[7]​ La Organización Mundial de la Salud (OMS) la reconoció como una pandemia global el 11 de marzo de 2020.[8]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Hasta el 9 de julio de 2020, se ha informado de más de 12 millones de casos de la enfermedad en 218 países y territorios en el mundo (los cinco países con mayor número de infectados son Estados Unidos, Brasil, India, Rusia y Perú), con más de 549 000 muertes (los cinco países con mayor cantidad de fallecidos son Estados Unidos, Brasil, Reino Unido, Italia y México) y más de 6,5 millones de casos de personas recuperadas[9]​[10]​ (los cinco países con mayor número de personas recuperadas son Estados Unidos, Brasil, India, Rusia y Chile).
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"El virus se transmite generalmente de persona a persona a través de las pequeñas gotas de saliva, conocidas como microgotas de Flügge, que se emiten al hablar, estornudar, toser o espirar.[11]​[12]​[13]​ Se difunde principalmente cuando las personas están en contacto cercano, pero también se puede difundir al tocar una superficie contaminada y luego de llevar las manos contaminadas a la cara o las mucosas. Su período de incubación suele ser de cinco días, pero puede variar de dos a catorce días.[14]​[15]​ Los síntomas más comunes son la fiebre, la tos seca y dificultades para respirar.[14]​ Las complicaciones pueden incluir la neumonía, el síndrome respiratorio agudo o la sepsis.[16]​[17]​[18]​ Todavía no existe una vacuna o tratamiento antivírico específico[12]​ y la única forma de abordaje del mal es a través de la terapia sintomática y de apoyo.[19]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Las medidas de prevención recomendadas incluyen lavarse las manos, cubrirse la boca al toser, el distanciamiento físico entre las personas y el uso de mascarillas, además del autoaislamiento y el seguimiento para las personas sospechosas de estar infectadas.[12]​ Las personas de la tercera edad y las que tienen padecimientos como la diabetes, cardiopatías, enfermedades respiratorias, hipertensión arterial o inmunodeficiencias tienen un riesgo mucho mayor de contraer la enfermedad y de llegar a tener complicaciones graves, y se les aconseja quedarse en casa tanto como sea posible.[20]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Asimismo, se ha confirmado que otros animales —como perros, gatos, tigres, leones y murciélagos— pueden contraer el COVID-19 al igual que los seres humanos. Aún está en estudio si los animales también deberían tomar las mismas medidas de distanciamiento que los seres humanos para evitar su propagación.[21]​[22]​ Para evitar la expansión del virus, los gobiernos han impuesto restricciones de viajes, cuarentenas, confinamientos, cancelación de eventos y el cierre de establecimientos.
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"La pandemia ha tenido un efecto socioeconómico disruptivo.[23]​ Se han cerrado colegios y universidades en más de 124 países, lo que ha afectado a más de 2200 millones de estudiantes.[24]​ Un tercio de la población mundial se encuentra confinada, con fuertes restricciones de movimientos,[25]​ lo cual ha conducido a una reducción drástica de la actividad económica [26]​ y a un aumento paralelo del desempleo.[27]​ Se han desatado maniobras de desinformación y teorías conspirativas sobre el virus,[28]​[29]​ así como algunos incidentes de xenofobia y racismo contra ciudadanos chinos y de otros países del este y sudeste asiático.[30]​ Debido a la reducción de los viajes y al cierre de numerosas empresas, ha habido un descenso en la contaminación atmosférica.[31]​[32]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Desde décadas antes de 2020, varios científicos, autores y figuras mediáticas advertían sobre la posible aparición de un virus con capacidad de generar una pandemia que tuviera consecuencias mundiales devastadoras. Exitosos libros como A Dancing Matrix (1994) de Robin Marantz Henig, The Coming Plague (1994) de Laurie Garrett y The Hot Zone de Richard Preston (1995) tocaron este tema y coincidieron en que mundialmente no existía la preparación suficiente para lidiar con algo así.[63]​ 
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"En el siglo XXI las advertencias continuaron, y aunque durante ese tiempo surgió la pandemia de gripe A (H1N1) de 2009-2010, muchos autores y expertos continuaron centrando su preocupación en la aparición de una pandemia similar a la pandemia de gripe de 1918, que ha sido la más letal desde el siglo XX. Por otro lado, la de 2009-2011 fue la menos letal de ellas, con un número de contagios y muertes estimadas que coincidieron en buena parte con los que una gripe estacional puede causar anualmente. Económica y socialmente, la pandemia de 2009-2011 tampoco tuvo un impacto importante, llegándose a registrar solamente cuarentenas a pequeños grupos de personas en países como Australia, China y Japón.
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Algunos de los expertos que advirtieron sobre una posible pandemia fueron:[64]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Otra de las advertencias, que se popularizó durante la actual pandemia, fue la 'charla TED' que dio Bill Gates en 2015, donde habló sobre la falta de políticas de preparación ante una posible pandemia causada por algún virus altamente infeccioso y bajo circunstancias que alienten su diseminación; y una vez más, presentó un modelo de los contagios que provocaría un virus como el de 1918.[66]​ Según dijo Bill Gates para un reportaje a The Wall Street Journal, también instó a los candidatos presidenciales de las elecciones de Estados Unidos de 2016 a priorizar esfuerzos en preparativos ante una posible pandemia.[64]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"El Día Mundial de la Población es un evento anual que se celebra cada año el 11 de julio con el fin de tomar conciencia de las temáticas globales demográficas. El evento fue establecido por el Programa de las Naciones Unidas para el Desarrollo (PNUD) en 1989, en virtud de que alrededor de este día, pero dos años atrás, la Tierra alcanzó los cinco mil millones de habitantes.[1]​
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"La población 11 de julio de 2008, en el aniversario número veinticinco del ""día de los cinco mil millones"", se estimó en 6.727.551.263. En 1968, los líderes mundiales proclamaron responsablemente el número y el espaciamiento de sus hijos. Cuarenta años después, los métodos anticonceptivos modernos permanecen inasequibles para cientos de millones de mujeres y hombres.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"El Día Mundial de la Población reafirma el derecho de la gente para planificar sus familias, lo que impulsa actividades, eventos y difusión de información que ayuden a hacer real este derecho,  principalmente para aquellos con mayor dificultad para acceder a la información y a los servicios necesarios para planificar sus familias, como la población marginal por los jóvenes.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"Que la población pueda planear sus familias implica que puedan planear su vida. Pueden programar vencer a la pobreza, mejorar la salud de las madres e hijos, lograr una mayor equidad de género, planear derrotar la muerte materna y sostener a la juventud.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"Más de 1.500 millones de personas tienen entre 10 y 25 años. Esta generación de adolescentes se aproxima a la adultez en un mundo que sus ancestros jamás pudieron imaginarse: Globalización, sida, comunicación electrónica y un cambio climático que ha modificado irrevocablemente el ambiente.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"El escenario es heterogéneo, en razón de que los jóvenes comparten ideas, valores, música y símbolos a través de los medios masivos de comunicación y de la tecnología electrónica, lo que ha ocasionado el surgimiento de una cultura juvenil global. Muchos están organizándose y comunicándose a través de vías formales e informales.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"Pero más de la mitad de los jóvenes vive en la pobreza con menos de dos dólares diarios. La mayoría de las veces carecen del acceso a las tecnologías y a la información. Muchos también enfrentan la desigualdad social, escuelas deficientes, discriminación de género, desempleo y sistemas de salud inadecuados. Esta situación se debe revertir, porque invertir en los jóvenes es invertir en los líderes futuros de las familias, comunidades y naciones del mundo.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"El Fondo de Población de las Naciones Unidas promueve y protege los derechos de los jóvenes, visionando un mundo en el cual los niños y las niñas tengan oportunidades óptimas para desarrollar plenamente su potencial, para expresarse libremente, para que sus opiniones sean respetadas y superen la pobreza, la discriminación y la violencia.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"El Fondo trabaja a través de diversos sectores y con varios socios para:
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"Otorgar a los adolescentes y jóvenes las habilidades necesarias para lograr sus sueños, para pensar críticamente y expresarse con libertad. Promover la salud, lo que incluye permitirles el acceso a información de contenido sexual y reproductivo, educación, comodidades y servicios. Facilitar a los jóvenes el acceso a planes de vivienda y de empleo. Defender los derechos de los jóvenes, especialmente aquellos de las adolescentes y de los grupos marginales para que crezcan segura y saludablemente y sean objeto de inversiones sociales. Impulsar a los liderazgos juveniles y su participación en decisiones que les conciernan, incluyendo el desarrollo de sus sociedades.
",<200 https://es.wikipedia.org/wiki/D%C3%ADa_Mundial_de_la_Poblaci%C3%B3n>
"El Gran Premio de Estiria de 2020 es la segunda ronda de la temporada 2020 de Fórmula 1. Se disputa del 10 al 12 de julio en el Red Bull Ring, ubicado en Spielberg (Austria).[1]​
",<200 https://es.wikipedia.org/wiki/Anexo:Gran_Premio_de_Estiria_de_2020>
"Este evento no estaba en el calendario original de la F1. Debido a la pandemia de enfermedad por coronavirus, este calendario recibió grandes modificaciones, con muchas cancelaciones y atrasando el inicio de la temporada a los primeros días de julio con el GP de Austria en Spielberg. Inmediatamente después de este GP, se disputará la primera edición del GP de Estiria, también en Spielberg, marcando así la primera vez en la historia en que un mismo circuito recibe dos carreras de la Fórmula 1 en un mismo año. Llevará el nombre de Estiria, el estado austriaco en el que se encuentra el Red Bull Ring.[2]​[3]​
",<200 https://es.wikipedia.org/wiki/Anexo:Gran_Premio_de_Estiria_de_2020>
"El británico Jack Aitken ocupó el asiento de su compatriota George Russell en el equipo Williams durante la primera sesión de entrenamientos libres.[4]​ Por su parte, en Alfa Romeo, Robert Kubica sustituyó a Antonio Giovinazzi.[5]​
",<200 https://es.wikipedia.org/wiki/Anexo:Gran_Premio_de_Estiria_de_2020>
"Aquí se da una lista con los países que celebran oficialmente el Día de la Independencia, con la respectiva fecha de cada uno y el evento que lo inspira. Nótese que algunos de los estados representados nunca se independizaron (España, Reino Unido, Italia, Japón, Tailandia....) por lo que no tiene sentido ponerles un día específico de celebración como sí se lo haría de lo contrario.
",<200 https://es.wikipedia.org/wiki/Anexo:D%C3%ADa_de_la_Independencia>
"Kiribati, oficialmente la República de Kiribati (en inglés: Republic of Kiribati; en gilbertés: Ribaberikin Kiribati /ribaberikin kiribas/), es un archipiélago y país insular ubicado en la zona central oeste del océano Pacífico, al noreste de Australia. Está integrada por un grupo de 33 atolones coralinos y la isla volcánica de Banaba diseminados en un área de más de tres millones de kilómetros cuadrados. Entre ellos destaca Kiritimati (Isla Christmas), el atolón más grande del mundo y primer lugar poblado del planeta en dar la vuelta al calendario cada año. Alcanzó su independencia en 1979 y se convirtió en miembro pleno de la ONU en 1999. Su capital y ciudad más poblada es Tarawa Sur.
",<200 https://es.wikipedia.org/wiki/Kiribati>
